Scientific Name,Common Name,Duration,Habit,Sun,Water,State Code
Solidago altissima,"Tall Goldenrod, Late Goldenrod, Canadian Goldenrod, Canada Goldenrod",Perennial,Herb,"Sun, Part-shade",Moist,AL
Spartina patens,"Saltmeadow Cordgrass, Salt-meadow Cordgrass, Marsh-hay Cordgrass",Perennial,Grass/Grass-like,Sun,Wet,AL
Spigelia marilandica,"Woodland Pinkroot, Pinkroot, Indian Pink",Perennial,Herb,Part-shade,Dry,AL
Stewartia malacodendron,"Silky Camellia, Virginia Stewartia, Round-fruited Stewartia",Perennial,Shrub,Shade,,AL
Symphoricarpos orbiculatus,"Coralberry, Indian Currant, Buckbrush",Perennial,Shrub,"Shade, Part-shade","Moist, Dry",AL
Taxodium distichum,"Bald Cypress, Baldcypress, Common Bald Cypress, Southern Bald Cypress, Deciduous Cypress, Southern Cypress, Swamp Cypress, Red Cypress, White Cypress, Yellow Cypress, Gulf Cypress, Tidewater Red Cypress",Perennial,Tree,"Sun, Part-shade",Moist,AL
Tilia americana,"American Basswood, American Linden, Lime Tree, Bee Tree",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",AL
Ulmus alata,"Winged Elm, Wahoo Elm, Cork Elm, Witch Elm",Perennial,Tree,Part-shade,Dry,AL
Ulmus americana,"American Elm, White Elm, Soft Elm, Water Elm, Common Elm",Perennial,Tree,"Sun, Part-shade",Moist,AL
Ulmus crassifolia,"Cedar Elm, Fall Elm, Basket Elm, Scrub Elm, Lime Elm, Texas Elm, Southern Rock Elm, Olmo",Perennial,Tree,Part-shade,Moist,AL
Vaccinium arboreum,"Farkleberry, Tree Sparkleberry, Sparkleberry, Winter Huckleberry, Huckleberry",Perennial,Tree,Part-shade,Dry,AL
Viola pedata,"Birdfoot Violet, Bird's-foot Violet, Bird-foot Violet",Perennial,Herb,"Shade, Part-shade",Dry,AL
Wisteria frutescens,"American Wisteria, Texas Wisteria, Kentucky Wisteria",Perennial,Vine,"Sun, Shade, Part-shade",Moist,AL
Woodwardia areolata,"Netted Chainfern, Chain Fern, Netted Chain Fern",Perennial,Fern,"Shade, Part-shade","Wet, Moist",AL
Yucca aloifolia,"Spanish Dagger, Spanish Bayonet, Aloe Yucca",Perennial,Cactus/Succulent,Sun,Dry,AL
Zephyranthes atamasca,"Atamasco Lily, Rain Lily",Perennial,Herb,"Shade, Part-shade","Wet, Moist",AL
Acer nigrum,Black Maple,Perennial,Tree,"Shade, Part-shade",Moist,AR
Acer rubrum,"Red Maple, Scarlet Maple, Soft Maple",Perennial,Tree,"Sun, Part-shade",Moist,AR
Acer saccharum,"Sugar Maple, Northern Sugar Maple",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",AR
Achillea millefolium,"Common Yarrow, Western Yarrow, Yarrow, Milfoil",Perennial,Herb,"Sun, Part-shade",Dry,AR
Aesculus glabra,"Ohio Buckeye, Texas Buckeye, Fetid Buckeye, Horse Chestnut",Perennial,Tree,"Sun, Shade, Part-shade",Moist,AR
Amelanchier arborea,"Common Serviceberry, Downy Serviceberry, Shadbush, Juneberry, Junebush, Shadblow, Sarvis",Perennial,Tree,"Sun, Shade, Part-shade",Dry,AR
Amorpha canescens,"Leadplant, Leadplant Amorpha, Prairie Shoestring",Perennial,Shrub,"Sun, Part-shade",Dry,AR
Andropogon gerardii,"Big Bluestem, Tall Bluestem, Turkeyfoot",Perennial,Grass/Grass-like,"Sun, Part-shade",Moist,AR
Aquilegia canadensis,"Eastern Red Columbine, Wild Red Columbine",Perennial,Herb,"Shade, Part-shade","Moist, Dry",AR
Aralia spinosa,"Devil's Walking Stick, Hercules Club, Angelica Tree, Pigeon Tree, Shotbush, Prickly Elder, Prickly Ash",Perennial,Tree,Part-shade,Moist,AR
Asclepias tuberosa,"Butterflyweed, Butterfly Weed, Butterfly Milkweed, Orange Milkweed, Pleurisy Root, Chigger Flower, Chiggerweed",Perennial,Herb,Sun,"Moist, Dry",AR
Betula nigra,"River Birch, Red Birch, Black Birch, Water Birch",Perennial,Tree,Part-shade,Moist,AR
Bignonia capreolata,Crossvine,Perennial,Vine,"Sun, Part-shade","Moist, Dry",AR
Bouteloua curtipendula,"Sideoats Grama, Banderilla, Banderita, Navajita",Perennial,Grass/Grass-like,"Sun, Part-shade","Moist, Dry",AR
Bouteloua dactyloides,"Buffalograss, Buffalo Grass",Perennial,Grass/Grass-like,Sun,Dry,AR
Callicarpa americana,"American Beautyberry , French Mulberry",Perennial,Shrub,Part-shade,Moist,AR
Callirhoe digitata,"Winecup, Standing Winecup, Poppy Mallow, Wine Cup, Finger Poppy-mallow",Perennial,Herb,Sun,Dry,AR
Campsis radicans,"Trumpet Creeper, Trumpet Vine, Common Trumpet Creeper, Cow Vine, Foxglove Vine, Hellvine, Devil's Shoestring",Perennial,Vine,Sun,"Moist, Dry",AR
Carya cordiformis,"Bitternut Hickory, Swamp Hickory, Bitternut, Pig Hickory, Pignut Hickory, Pignut, White Hickory, Red Hickory, Bitter Walnut, Bitter Pecan",Perennial,Tree,"Sun, Shade, Part-shade",Moist,AR
Carya illinoinensis,Pecan,Perennial,Tree,Sun,Moist,AR
Carya ovata,"Shagbark Hickory, Carolina Hickory, Scalybark Hickory, Upland Hickory, Shellbark Hickory",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",AR
Castilleja coccinea,"Scarlet Paintbrush, Scarlet Indian Paintbrush, Painted Cup, Indian Paintbrush",Annual,Herb,Sun,Moist,AR
Catalpa speciosa,"Northern Catalpa, Catalpa Tree, Cigar Tree, Indian Bean",Perennial,Tree,Part-shade,Moist,AR
Ceanothus americanus,"New Jersey Tea, Redroot",Perennial,Shrub,"Sun, Part-shade","Moist, Dry",AR
Ceanothus herbaceus,"Prairie Redroot, Smaller Redroot, Small Redroot, Inland Ceanothus, Fuzzy Ceanothus, Jersey Tea, Redroot",Perennial,Shrub,Sun,Dry,AR
Cephalanthus occidentalis,"Common Buttonbush, Buttonbush, Button Willow, Honey Bells, Honeybells, Honey Balls, Honeyballs, Button-bush",Perennial,Shrub,"Shade, Part-shade","Wet, Moist",AR
Cercis canadensis,"Eastern Redbud, Redbud",Perennial,Tree,"Shade, Part-shade",Moist,AR
Claytonia virginica,"Virginia Springbeauty, Springbeauty",Perennial,Herb,Part-shade,Moist,AR
Clematis pitcheri,"Purple Leatherflower, Purple Clematis, Leatherflower, Bluebill, Bellflower Clematis, Pitcher's Clematis",Perennial,Vine,"Sun, Part-shade",Moist,AR
Conoclinium coelestinum,"Blue Mistflower, Wild Ageratum, Blue Boneset",Perennial,Herb,"Sun, Part-shade",Moist,AR
Coreopsis grandiflora,"Largeflower Tickseed, Large-flower Tickseed, Common Coreopsis",Perennial,Herb,Part-shade,,AR
Coreopsis lanceolata,"Lanceleaf Coreopsis, Lance-leaved Coreopsis, Lanceleaf Tickseed, Sand Coreopsis",Perennial,Herb,"Sun, Shade, Part-shade",Dry,AR
Coreopsis tinctoria,"Plains Coreopsis, Golden Tickseed, Goldenwave, Calliopsis",Annual,Herb,"Sun, Part-shade",Moist,AR
Cornus drummondii,"Roughleaf Dogwood, Drummond's Dogwood, Rough-leaf Dogwood",Perennial,Tree,"Shade, Part-shade","Moist, Dry",AR
Cornus florida,"Flowering Dogwood, Virginia Dogwood, Florida Dogwood, White Cornel, Arrowwood, American Boxwood, False Box, St. Peter's Crown, Corona De San Pedro",Perennial,Tree,"Shade, Part-shade","Moist, Dry",AR
Dalea candida,White Prairie Clover,Perennial,Subshrub,Sun,Dry,AR
Dalea purpurea,Purple Prairie Clover,Perennial,Subshrub,Sun,Dry,AR
Delphinium carolinianum,"Prairie Larkspur, Carolina Larkspur, Blue Larkspur",Perennial,Herb,Part-shade,Dry,AR
Desmodium illinoense,"Illinois Ticktrefoil, Illinois Tick-trefoil",Perennial,Herb,"Sun, Part-shade",Moist,AR
Diospyros virginiana,"Common Persimmon, Eastern Persimmon, Possumwood, Date Plum, Winter Plum, Jove's Fruit",Perennial,Tree,Part-shade,Dry,AR
Echinacea angustifolia,"Black Samson, Black Samson Echinacea, Narrow-leaf Coneflower",Perennial,Herb,"Sun, Part-shade",Dry,AR
Echinacea pallida,"Pale Purple Coneflower, Pale Coneflower",Perennial,Herb,Sun,"Moist, Dry",AR
Echinacea paradoxa,"Yellow Coneflower, Yellow Echinacea",Perennial,Herb,Part-shade,,AR
Echinacea purpurea,"Eastern Purple Coneflower, Purple Coneflower",Perennial,Herb,"Sun, Part-shade",Dry,AR
Elymus canadensis,"Canada Wild Rye, Canadian Wildrye, Prairie Wildrye, Nodding Wildrye",Perennial,Grass/Grass-like,"Sun, Part-shade",Moist,AR
Eryngium leavenworthii,"Leavenworth's Eryngo, Eryngo, False Purple Thistle",Annual,Herb,"Sun, Part-shade",Moist,AR
Eryngium yuccifolium,"Rattlesnake Master, Button Eryngo, Button Snakeroot, Beargrass, Bear's Grass",Perennial,Herb,Sun,Moist,AR
Erythrina herbacea,"Coralbean, Cherokee Bean, Red Cardinal",Perennial,Shrub,"Sun, Part-shade",Dry,AR
Euonymus atropurpureus,"Burningbush, Eastern Wahoo, Burning Bush, Wahoo, Waahoo, Whahoo, Spindle Tree",Perennial,Shrub,Part-shade,,AR
Eutrochium fistulosum,"Joe-pye Weed, Trumpetweed, Queen Of The Meadow, Hollow Joe-pye Weed",Perennial,Herb,Sun,"Moist, Dry",AR
Frangula caroliniana,"Carolina Buckthorn, Carolina False Buckthorn, Yellow Buckthorn, Indian Cherry, Yellowwood",Perennial,Tree,Part-shade,Moist,AR
Fraxinus americana,"White Ash, American Ash, Cane Ash, Smallseed White Ash, Biltmore White Ash, Biltmore Ash",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",AR
Fraxinus nigra,Black Ash,Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist",AR
Fraxinus pennsylvanica,"Green Ash, Red Ash, Swamp Ash, River Ash, Water Ash, Darlington Ash",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",AR
Gaillardia pulchella,"Indian Blanket, Firewheel, Girasol Rojo",Annual,Herb,"Sun, Part-shade",Dry,AR
Glandularia bipinnatifida var. bipinnatifida,"Prairie Verbena, Purple Prairie Verbena, Dakota Mock Vervain, Dakota Vervain","Annual, Perennial",Herb,"Sun, Part-shade",Dry,AR
Glandularia canadensis,"Rose Vervain, Sweet William, Rose Mock Vervain",Perennial,Herb,Part-shade,Moist,AR
Gleditsia triacanthos,"Honey Locust, Common Honey Locust, Thorny Common Honey Locust, Honey Shucks Locust, Sweet Locust, Thorny Locust, Honey Shucks, Sweet Bean Tree",Perennial,Tree,Part-shade,Moist,AR
Gymnocladus dioicus,"Kentucky Coffeetree, Stump Tree",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",AR
Hamamelis vernalis,"Ozark Witch-hazel, Vernal Witch-hazel",Perennial,Shrub,Part-shade,,AR
Hamamelis virginiana,"Witch-hazel, American Witch-hazel, Common Witch-hazel, Winterbloom, Snapping Hazelnut, Striped Alder, Spotted Alder, Tobacco-wood, Water-witch",Perennial,Tree,"Shade, Part-shade","Moist, Dry",AR
Helianthus angustifolius,"Swamp Sunflower, Narrowleaf Sunflower, Narrow-leaved Sunflower",Perennial,Herb,Part-shade,Wet,AR
Helianthus maximiliani,"Maximilian Sunflower, Max Sunflower",Perennial,Herb,Sun,"Moist, Dry",AR
Hibiscus moscheutos,"Crimson-eyed Rose-mallow, Marshmallow Hibiscus",Perennial,Shrub,"Sun, Part-shade","Wet, Moist",AR
Ilex decidua,"Possumhaw, Possumhaw Holly, Deciduous Holly, Meadow Holly, Prairie Holly, Swamp Holly, Welk Holly, Deciduous Yaupon, Bearberry, Winterberry",Perennial,Shrub,"Sun, Part-shade",Moist,AR
Ilex opaca,"American Holly, White Holly, Prickly Holly, Evergreen Holly, Christmas Holly, Yule Holly",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Dry",AR
Ilex vomitoria,"Yaupon, Yaupon Holly, Cassina",Perennial,"Shrub, Tree","Sun, Shade, Part-shade","Moist, Dry",AR
Juglans cinerea,"Butternut, White Walnut",Perennial,Tree,Sun,Moist,AR
Juglans microcarpa,"Little Walnut, Texas Walnut, Texas Black Walnut, River Walnut, Nogalito, Nogalillo, Namboca",Perennial,Tree,Part-shade,Dry,AR
Juglans nigra,"Black Walnut, Eastern Black Walnut, American Black Walnut",Perennial,Tree,"Sun, Part-shade",Moist,AR
Juniperus virginiana,"Eastern Red Cedar, Eastern Redcedar, Virginia Juniper, Red Juniper, Pencil Cedar, Carolina Cedar, Red Savin",Perennial,Tree,"Sun, Shade, Part-shade",Dry,AR
Lespedeza capitata,"Roundhead Lespedeza, Roundhead Bush-clover, Round-headed Lespedeza, Round-headed Bush-clover",Perennial,Herb,Sun,Dry,AR
Liatris aspera,"Tall Blazing Star, Tall Gayfeather, Tall Liatris, Rough Blazing Star, Rough Gayfeather, Rough Liatris, Button Snakeroot",Perennial,Herb,Sun,Dry,AR
Liatris punctata,"Dotted Blazing Star, Dotted Gayfeather, Dotted Liatris, Purples",Perennial,Herb,Sun,Dry,AR
Liatris pycnostachya,"Prairie Blazing Star, Prairie Gayfeather, Prairie Liatris, Kansas Blazing Star, Kansas Gayfeather, Kansas Liatris, Cat-tail Blazing Star, Cat-tail Gayfeather, Cat-tail Liatris, Hairy Button-snakeroot",Perennial,Herb,Sun,"Moist, Dry",AR
Liatris squarrosa,"Scaly Blazing Star, Scaly Gayfeather, Scaly Liatris",Perennial,Herb,Sun,Dry,AR
Linum lewisii,"Wild Blue Flax, Prairie Flax, Lewis Flax, Lewis's Flax",Perennial,Subshrub,Sun,Dry,AR
Liquidambar styraciflua,"Sweetgum, American Sweetgum, Red Gum, White Gum, Star-leaved Gum, Starleaf Gum, Alligator Tree, Satin Walnut, Bilsted, Liquidambar",Perennial,Tree,Part-shade,Moist,AR
Lobelia cardinalis,Cardinal Flower,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",AR
Lobelia siphilitica,Great Blue Lobelia,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",AR
Lonicera sempervirens,"Coral Honeysuckle, Trumpet Honeysuckle, Woodbine",Perennial,Vine,"Sun, Part-shade",Moist,AR
Magnolia acuminata,"Cucumbertree, Cucumber Tree, Mountain Magnolia",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist",AR
Magnolia macrophylla,Bigleaf Magnolia,Perennial,Tree,Part-shade,,AR
Monarda citriodora,"Lemon Beebalm, Purple Horsemint, Lemon Mint, Plains Horsemint, Lemon Horsemint, Horsemint, Purple Lemon Mint",Annual,Herb,"Sun, Part-shade",Dry,AR
Monarda fistulosa,"Wild Bergamot, Beebalm",Perennial,Herb,"Sun, Part-shade","Moist, Dry",AR
Monarda punctata,"Spotted Beebalm, Spotted Horsemint, Horsemint",Perennial,Herb,Sun,Dry,AR
Oenothera macrocarpa,"Bigfruit Evening-primrose, Missouri Evening-primrose, Fluttermill, Big-fruit Evening-primrose, Missouri Primrose, Bigfruit Evening Primrose",Perennial,Herb,Sun,Dry,AR
Oenothera speciosa,"Pink Evening Primrose, Showy Evening Primrose, Mexican Evening Primrose, Showy Primrose, Pink Ladies, Buttercups, Pink Buttercups",Perennial,Herb,Sun,"Moist, Dry",AR
Ostrya virginiana,"Eastern Hop-hornbeam, American Hop-hornbeam, Woolly Hop-hornbean, Eastern Ironwood, Roughbark Ironwood, Ironwood, Deerwood, Leverwood",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",AR
Parthenocissus quinquefolia,Virginia Creeper,Perennial,Vine,"Sun, Shade, Part-shade",Moist,AR
Passiflora incarnata,"Maypop, Purple Passionflower, Purple Passion Vine, Apricot Vine",Perennial,Vine,"Sun, Part-shade","Moist, Dry",AR
Penstemon cobaea,"Prairie Penstemon, Prairie Beardtongue, Foxglove Penstemon, Foxglove Beardtongue, False Foxglove, Large-flowered Penstemon, Large-flowered Beardtongue, Cobaea Penstemon, Cobaea Beardtongue, Wild Foxglove",Perennial,Herb,"Sun, Part-shade",Dry,AR
Penstemon digitalis,"Mississippi Penstemon, Mississippi Beardtongue, Smooth White Penstemon, Smooth White Beardtongue, Talus Slope Penstemon, Talus Slope Beardtongue, Foxglove Penstemon, Foxglove Beardtongue",Perennial,Herb,"Sun, Part-shade","Wet, Moist, Dry",AR
Penstemon grandiflorus,"Large Penstemon, Large Beardtongue, Large-flower Penstemon, Large-flower Beardtongue, Large-flowered Penstemon, Large-flowered Beardtongue",Perennial,Herb,Sun,,AR
Penstemon murrayanus,"Scarlet Penstemon, Scarlet Beardtongue, Red Penstemon, Red Beardtongue, Cupleaf Penstemon, Cupleaf Beardtongue",Perennial,Herb,Part-shade,Dry,AR
Phlox divaricata,"Wild Blue Phlox, Louisiana Phlox, Blue Woodland Phlox, Sweet William, Wild Sweet William",Perennial,Herb,"Shade, Part-shade",Moist,AR
Phlox pilosa,"Downy Phlox, Prairie Phlox, Fragrant Phlox",Perennial,Herb,"Sun, Part-shade",Dry,AR
Physostegia virginiana,"Fall Obedient Plant, False Dragonhead, Virginia Lions-heart",Perennial,Herb,"Sun, Shade, Part-shade",Moist,AR
Pinus echinata,"Shortleaf Pine, Shortleaf Yellow Pine, Southern Yellow Pine, Yellow Pine, Shortstraw Pine, Arkansas Pine, Longtag Pine, Spruce Pine, Oldfield Pine, Arkansas Soft Pine",Perennial,Tree,Part-shade,Dry,AR
Pinus virginiana,"Virginia Pine, Jersey Pine, Scrub Pine",Perennial,Tree,Sun,Moist,AR
Platanus occidentalis,"American Sycamore, Eastern Sycamore, American Plane Tree, Plane Tree, Buttonwood, Buttonball Tree",Perennial,Tree,"Sun, Shade, Part-shade",Moist,AR
Prunus americana,"American Plum, Wild Plum",Perennial,Tree,"Sun, Shade, Part-shade",Moist,AR
Prunus angustifolia,"Chickasaw Plum, Sandhill Plum",Perennial,Tree,"Sun, Part-shade",Dry,AR
Prunus serotina,"Black Cherry, Wild Black Cherry, Rum Cherry",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",AR
Quercus alba,"White Oak, Northern White Oak, Eastern White Oak, Stave Oak, Ridge White Oak, Forked-leaf White Oak",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",AR
Quercus bicolor,Swamp White Oak,Perennial,Tree,Part-shade,Moist,AR
Quercus coccinea,"Scarlet Oak, Red Oak",Perennial,Tree,Sun,Moist,AR
Quercus macrocarpa,"Bur Oak, Burr Oak, Savanna Oak, Overcup Oak, Prairie Oak, Mossy-cup Oak, Mossy-overcup Oak, Blue Oak",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",AR
Quercus palustris,"Pin Oak, Swamp Spanish Oak",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist",AR
Quercus phellos,"Willow Oak, Swamp Willow Oak, Pin Oak, Peach Oak",Perennial,Tree,Part-shade,Moist,AR
Ratibida columnifera,"Mexican Hat, Red-spike Mexican Hat, Upright Prairie Coneflower, Prairie Coneflower, Long-headed Coneflower, Thimbleflower",Perennial,Herb,Sun,"Moist, Dry",AR
Ratibida pinnata,"Grayhead Coneflower, Gray-headed Coneflower, Grayhead Mexican Hat, Gray-headed Mexican Hat, Pinnate Prairie Coneflower, Yellow Coneflower",Perennial,Herb,"Sun, Part-shade","Moist, Dry",AR
Rhamnus lanceolata,"Lanceleaf Buckthorn, Lance-leaf Buckthorn",Perennial,Tree,Part-shade,,AR
Rhododendron oblongifolium,Texas Azalea,Perennial,Shrub,Shade,Dry,AR
Rhododendron prinophyllum,"Early Azalea, Roseshell Azalea, Woolly Azalea",Perennial,Shrub,Shade,Moist,AR
Rhus aromatica,"Fragrant Sumac, Aromatic Sumac, Lemon Sumac, Polecat Bush",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",AR
Rhus glabra,Smooth Sumac,Perennial,Shrub,"Sun, Shade, Part-shade",Dry,AR
Rudbeckia hirta,"Black-eyed Susan, Common Black-eyed Susan, Brown-eyed Susan, Blackeyed Susan","Annual, Biennial, Perennial",Herb,Sun,"Moist, Dry",AR
Salvia azurea var. grandiflora,"Pitcher Sage, Blue Sage",Perennial,Herb,"Sun, Part-shade",Dry,AR
Sambucus nigra ssp. canadensis,"Common Elderberry, Black Elder, Mexican Elderberry, Common Elder, Elderberry, Tapiro, Sauco",Perennial,Shrub,Part-shade,Wet,AR
Sapindus saponaria var. drummondii,"Western Soapberry, Soapberry, Wild China Tree, Wild Chinaberry, Indian Soap Plant, Jaboncillo",Perennial,Tree,"Sun, Part-shade","Moist, Dry",AR
Silene regia,Royal Catchfly,Perennial,Herb,Part-shade,Dry,AR
Silphium integrifolium,"Wholeleaf Rosinweed, Entire-leaf Rosinweed",Perennial,Herb,Sun,,AR
Silphium laciniatum,"Compassplant, Compass Plant",Perennial,Herb,Sun,Dry,AR
Silphium terebinthinaceum,"Prairie Rosinweed, Prairie Dock",Perennial,Herb,Sun,"Wet, Moist",AR
Taxodium distichum,"Bald Cypress, Baldcypress, Common Bald Cypress, Southern Bald Cypress, Deciduous Cypress, Southern Cypress, Swamp Cypress, Red Cypress, White Cypress, Yellow Cypress, Gulf Cypress, Tidewater Red Cypress",Perennial,Tree,"Sun, Part-shade",Moist,AR
Tilia americana,"American Basswood, American Linden, Lime Tree, Bee Tree",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",AR
Viburnum prunifolium,"Blackhaw, Smooth Blackhaw, Blackhaw Viburnum, Smooth Blackhaw Viburnum, Stagbush",Perennial,Shrub,Part-shade,Moist,AR
Viburnum rufidulum,"Rusty Blackhaw Viburnum, Rusty Blackhaw, Southern Blackhaw, Blackhaw, Bluehaw, Downy Viburnum, Southern Nannyberry, Rusty Nannyberry, Nannyberry",Perennial,Tree,Part-shade,Dry,AR
Abies concolor,"White Fir, Balsam Fir, Colorado Fir, Concolor Fir, Silver Fir, White Balsam, Oyamel De California",Perennial,Tree,"Sun, Part-shade",,AZ
Abies lasiocarpa,Subalpine Fir,Perennial,Tree,"Sun, Shade, Part-shade",Moist,AZ
Abronia villosa,"Desert Sand Verbena, Desert Sand-verbena, Desert Sandverbena",Annual,Herb,Sun,Dry,AZ
Acaciella angustissima,"Prairie Acacia, Fern Acacia, Whiteball Acacia, Prairie Wattle, White-ball Acacia",Perennial,Shrub,"Sun, Part-shade",Dry,AZ
Acer glabrum,Rocky Mountain Maple,Perennial,Tree,Sun,,AZ
Acer grandidentatum,"Bigtooth Maple, Big-toothed Maple, Uvalde Bigtooth Maple, Southwestern Bigtooth Maple, Canyon Maple, Sabinal Maple, Western Sugar Maple",Perennial,"Shrub, Tree",Sun,Moist,AZ
Achnatherum hymenoides,"Indian Ricegrass, Indian Millet, Sandgrass",Perennial,Grass/Grass-like,Sun,Dry,AZ
Achnatherum speciosum,"Desert Needlegrass, Desert Rice Grass, Spear Grass",Perennial,Grass/Grass-like,Sun,Dry,AZ
Agave americana,"American Century Plant, Century Plant",Perennial,Cactus/Succulent,Sun,Dry,AZ
Agave palmeri,"Palmer's Century Plant, Palmer Agave, Blue Century Plant",Perennial,Cactus/Succulent,"Sun, Part-shade",Dry,AZ
Agave parryi,"Parry's Agave, Century Plant, Parry Agave",Perennial,Cactus/Succulent,Sun,Dry,AZ
Agrostis exarata,"Spike Bentgrass, Spiked Bent, Spike Red Top",Perennial,Grass/Grass-like,Part-shade,Moist,AZ
Agrostis scabra,"Rough Bentgrass, Rough Bent, Ticklegrass, Fly-away Grass",Perennial,Grass/Grass-like,Sun,Dry,AZ
Allium cernuum,Nodding Onion,Perennial,Herb,Sun,Moist,AZ
Allium macropetalum,"Largeflower Onion, Large-petal Onion, Desert Onion, Desert Onion Lily",Perennial,Herb,Sun,Dry,AZ
Anemone tuberosa,"Tuber Anemone, Desert Anemone",Perennial,Herb,,,AZ
Anisacanthus thurberi,"Thurber's Desert Honeysuckle, Chuparosa, Desert Honeysuckle",Perennial,Shrub,Sun,Dry,AZ
Aquilegia chrysantha,"Golden Columbine, Yellow Columbine, Southwestern Yellow Columbine",Perennial,Herb,"Shade, Part-shade",Moist,AZ
Arbutus arizonica,Arizona Madrone,Perennial,Tree,Sun,Dry,AZ
Arctostaphylos pringlei,"Pringle Manzanita, Pinkbract Manzanita",Perennial,Shrub,Sun,Dry,AZ
Aristida purpurea,"Purple Threeawn, Purple 3-awn, Purple Three-awn, Red Threeawn",Annual,Grass/Grass-like,Sun,Dry,AZ
